Course Code,Course Name,Course Type,Course Category,Instructor,Venue,Slot,Division,Biometric Attendance Enabled,Registration Limit,Restriction,Session/Division Defined,Total Credits,Lecture,Tutorial,Practical,Self Study,Half Semester,Text Reference,Description
AE6106,Bayesian Estimation for Tracking and Navigation,Theory,Interdisciplinary STEM Course.,I - Rohit Vishwajit Nanavati,"   
FullSemester","14
Fri-14B-17:30:00-18:55:00-
Tue-14A-17:30:00-18:55:00-", , ,20,No restrictions,[],6.0,3.0, , , ,N,"1. Ristic, B., Arulampalam, S., & Gordon, N. Beyond the Kalman Filter: Particle Filters for Tracking Applications. 1st ed., Artech House, 2004.2. Lawrence D. Stone, Roy L. Streit, Stephen L. Anderson, Introduction to Bayesian Tracking and Particle Filters, 1st ed., Springer, 2023.3. Haug, A. J., Bayesian Estimation and Tracking: A Practical Guide. Wiley, 2.4. Simon, D. Optimal State Estimation: Kalman, H∞, and Nonlinear Approaches, 1st ed., Wiley, 2006.5. Grewal, M. S., & Andrews, A, P, Kalman Filtering: Theory and Practice with MATLAB, 4th ed., Wiley, 2.6. Bar-Shalom, Y., Li, X. R., & Kirubarajan, T. Estimation with Applications to Tracking and Navigation. 1st ed., Wiley, 2001.7. Maybeck, P. S. Stochastic Models: Estimation, and Control, Vol. 1"", Academic Press, 1979.8. Bertsekas, D. P., & Tsitsiklis, J. N. Introduction to Probability, 2nd ed., Athena Scientific, 2008.","1) Introduction to the fundamental concepts of probability like random variables, probability distribution function and its properties, etc. Modelling a stochastic system; Classical linear estimation methods, including least squares, maximum likelihood, and Kalman filtering; Nonlinear techniques such as the Extended Kalman Filter (EKF) and Unscented Kalman Filter (UKF). 2). Generalized filtering methods like particle filters for handling complex, uncertain systems using concepts like: Bayesian inference fundamentals for general beliefs, Sequential Importance Sampling (SIS) filter, Sequential Importance Resampling (SIR), Rao-Blackwellized Particle Filters (RBPF), Centralized vs. decentralized sensor fusion architectures, etc., along with information-based analysis of existing beliefs, and their effects on the overall estimation performance. 3.) Applications to be addressed include various target tracking scenarios like bearings-only tracking, visual tracking, multi-sensor fusion based tracking, etc. and simultaneous localization and mapping (SLAM) for autonomous vehicles with a focus on providing students with contextual understanding of modelling, filter design and performance analysis."
AE 611,Aerodynamics Lab,Lab,Interdisciplinary STEM Course.,"A - Aniruddha Sinha
A - Dhwanil Shukla
A - Jadav Chandra Mandal
A - Viren I. Menezes
I - Vineeth Nair","   
FullSemester","L
Mon-L1-14:00:00-16:55:00-", , ,0,No restrictions,[],4.0,4.0, ,4.0, ,N, ,Experimental studies based on Aerodynamics courses.
AE 624,Hypersonic Flow Theory,Theory,Interdisciplinary STEM Course.,I - Viren I. Menezes,"   
FullSemester","15
Fri-15B-19:00:00-20:25:00-
Tue-15A-19:00:00-20:25:00-", , ,300,No restrictions,[],6.0,6.0, , , ,N,"John D. Anderson, Hypersonic and High Temperature Gas Dynamics, McGraw-Hill, 1989.John J. Bertin, Hypersonic Aerothermodynamics, AIAA Education Series, 1994.","Characteristics of hypersonic flows, Basic hypersonic shock relation, Hypersonic similarity parameter, Hypersonic expansion wave relations, Newtonial flow, Modified Newtonian law, Centrifugal force corrections to Newtonian theory, Local surface inclination methods, Hypersonic inviscid flow fields â€“ Governing equations, Mach number independence principle, Hypersonic small disturbance equations, Hypersonic similarity, Hypersonic equivalence principle and blast wave theory, Thin shock layer theory, Hypersonic transition, Hypersonic turbulent boundary layer, Hypersonic aerodynamic heating, Entropy layer effects in heating, Hypersonic viscous interactions, Strong and week interactions, Shock wave-boundary layer interactions, Hypersonic experimental facilities."
AE 626,Spacecraft Attitude Dynamics and Control,Theory,Interdisciplinary STEM Course.,I - Rohit Gupta,"   
FullSemester","11
Fri-11B-15:30:00-16:55:00-
Tue-11A-15:30:00-16:55:00-", , ,20,No restrictions,[],6.0,3.0, , , ,N,"1. Hughes, P.C., Spacecraft Attitude Dynamics, John Wiley, 1986.2. Sidi, M.J., Spacecraft Dynamics and Control, Cambridge University Press, 19973. Kaplan, M.H., Modern Spacecraft Dynamics and Control, John Wiley, 19764. Agrawal, B., Design of Geosynchronous Spacecraft, Prentice Hall, 19865. Bryson, A.E., Control of Spacecraft and Aircraft, Princeton University Press, 19946. Wie, B., Space Vehicle Dynamics and Control, AIAA Education Series, 19987. Wertz, J. R., Spacecraft attitude determination and control, D. Reidel, 19788. Maral, G., and Bousquet, M., Satellite Communications Systems, Fourth Edition, John Wiley, 2006.9. Franklin, G.F., Powell, J.D. and Emami-Naeini, A., 302221Feedback Control of Dynamic Systems302222, 6th Ed., Prentice Hall, 2010.10. Dorf, R.C. and Bishop, R.H., 302221Modern Control Systems302222, 12th Ed., Prentice Hall, 2011.11. Technical papers by Landis Markley and others","3-axis Spacecraft attitude dynamics and control: Attitude dynamics and stability of three-axis stabilized, single-spin, dual-spin, and multi-body spacecraft with articulated antennas, sensors, and solar arrays; design of control system for three-axis stabilized spacecraft in orbit using reaction wheels, thrusters, magnets, single- and double-gimbaled control moment gyros; large-angle three-axis attitude maneuver controllers using reaction wheels and thrusters. Control of spinning spacecraft: Control of attitude during ΔV-firing in transfer orbits and operational orbits around the Earth, Rhumb-line maneuver of spinning spacecraft; Attitude control of bias momentum spacecraft using magnets and thrusters Dynamics and control of dual-spin spacecraft Precision pointing and tracking controllers: Controllers for tracking landmarks, moving objects for surveillance, and other satellites for crosslink communication; solar array controllers for tracking the Sun, determining the array’s orientation with sun sensors; modeling of attitude dynamics of spacecraft with flexible solar arrays, its interaction with spacecraft dynamics and control systems. Attitude determination: Gyros, star trackers, sun sensors, and horizon sensors; attitude determination using TRIAD and QUEST (quaternion estimator) algorithms; sensors error characteristics, Kalman filtering for attitude estimation and covariance analysis. Note: The above techniques will be illustrated with the control of Indian communication and remote sensing satellites (Oceansat, Cartosat, Edusat, telemedicine); Matlab and Simulink will be used to simulate the controllers."
AE 650,Mini Project,Other Project,Interdisciplinary STEM Course.,I - Nagendra Kumar,"   
FullSemester",, , ,0,No restrictions,[],6.0, ,6.0, , ,N,N.A.,• This is a supervised learning program whereby the student is expected to solve a problem of practical interest using modern tools.
AE 651,Aerodynamics of Compressors and Turbines,Theory,Interdisciplinary STEM Course.,I - Pradeep Amboor Madathil,"   
FullSemester","2
Mon-2A-09:30:00-10:25:00-
Thu-2C-11:35:00-12:30:00-
Tue-2B-10:35:00-11:30:00-", , ,30,No restrictions,[],6.0,3.0, , , ,N,"N.A.Cumpsty, Compressor Aerodynamics, 1989J.H. Horlock, Axial Flow Turbine, 1968Gas Turbine Engine Design (with Video Cassette) - ASME/IGTI, 1989.","Axial Flow Compressor : Work done, pressure-rise, Losses and efficiency, the blade shape, stagger and solidity; Incidence and deviation angles; Transonic/Supersonic blades - shock structures; Blade design on a meridional plane; Vortex Laws - radial distribution; Blade element method of design of stage; Characteristic plots; Multistaging and Matching of stages. Centrifugal compressor : Flow pattern in Impellers; work done, losses and efficiency; Slip factor and degree of reaction; Design choices for impeller vanes: backward, forward curved and Radial; Vaned/Vaneless Diffuser, Axial Flow Turbine: Work extraction; Loading limits, Stator and Rotor - subsonic and supersonic profiles, Reaction and radial variation; Blade cooling techniques; Blade element method of design of stage; Radial Flow Turbine:Work done in impeller, Loading -temperature limits; Losses and efficiency."
AE 656,Aviation Fuels and their Combustion,Theory,Interdisciplinary STEM Course.,I - Hrishikesh Gadgil,"   
FullSemester","9
Mon-9A-15:30:00-16:55:00-
Thu-9B-15:30:00-16:55:00-", , ,30,No restrictions,[],6.0,6.0, , , ,N,"K.K. Kuo, Principles of Combustion, Wiley International, 1986. S.P. Sharma and C. Mohan, Fuels and Combustion, Tata McGraw Hill, 1984. F.A. Williams, Combustion Theory, John Wiley, 1965.A.G. Gaydon and Wolthart, Flames, Chapman Hall, 1979.","Introduction, Various fuels, solid, liquid and gaseous fuels, Aviation fuels requirements and specifications. Chemical thermo-dynamics, Laws of thermodynamics applied to reacting systems. Equilibrium composition, Adiabatic flame temperature. Chemical kinetics, Reaction rates, Gas phase reactions, Surface reactions. Combustion : Premixed and diffusion flames, Laminar and turbulent flames, Flame velocities, Flame propagation theories, Diffusion flame, Droplet Combustion. Application to gas turbine combustor and rocket engine."
AE 664,Lighter-Than-Air Systems,Theory,Interdisciplinary STEM Course.,I - Rajkumar Sureshchandra Pant,"   
FullSemester","9
Mon-9A-15:30:00-16:55:00-
Thu-9B-15:30:00-16:55:00-", , ,25,No restrictions,[],6.0,3.0, , , ,N,"1)Pant, R.S., Course Material for Design and Development of LTA systems, Curriculum Development Program, IIT Bombay, 2010.2)Taylor, J. A., Principles of Aerostatics, The Theory of Lighter-Than-Air Aircraft, ISBN13:978-1-49481-053-5, 2014.3)Khoury, G., Ed., Airship Technology, 2nd Edition, Cambridge Aerospace Series, Cambridge University Press, ISBN 978-1107019706, 2.4)Carichner, G. E., and Nicolai, L. M., Fundamentals of Aircraft and Airship Design, Volume 2 302226 Airship Design and Case Studies, AIAA Education Series, ISBN: 978-1-60086-898-6, 2013, DOI: 10.2514/4.868986","ntroduction to LTA Systems, HistoricalPerspectives, Principles of Aerostatics, AirshipStructures and Envelope Materials, Propulsion,Aerodynamics and Stability analysis of airships,Determination of baseline specifications ofairships, Ground handling of Airships, Case studieson airship operations, Design and development ofremotely controlled airships, Introduction toAerostats, Methodology for Aerostat Sizing,Equilibrium and Stability analysis of aerostats,Aerostat envelope shape optimization,Unconventional Aerostats, Applications ofAerostats, Hybrid LTA systems, StratosphericAirships, Current trends and recent developments"
AE 673,Fiber Reinforced Composites,Theory,Interdisciplinary STEM Course.,I - Chandra Sekher Yerramalli,"   
FullSemester","3
Mon-3A-10:35:00-11:30:00-
Thu-3C-08:30:00-09:25:00-
Tue-3B-11:35:00-12:30:00-", , ,300,No restrictions,[],6.0,6.0, , , ,N,"R.F. Gibson, Principles of Composite Material Mechanics, McGraw Hill, 1994I.M. Daniel and O. Ishai, Engineering Mechanics of Composite Materials, Oxford University Press, 1994G. Lubin, Handbook of Composites, Van Nostrand Reinhold, 1982.","Polymer matrix composites in aerospace structures. Fibers and polymeric matrix materials. Fabrication processes. Introduction to anisotropic elasticity. Unidirectional composites. Micromechanics Interfaces and interphases in polymer composites. Laminates and lamination theory. Damage characteristics of laminated composites. Delamination in composites. Interlaminar stresses and free edge effects. Hygrothermal stresses in composites, short fiber composites. Experimental characterization of composites. Introduction to metal matrix, ceramic matrix and carbon-carbon composites. Laminated plates under lateral load. Transverse shear effects."
AE 678,Aeroelasticity,Theory,Interdisciplinary STEM Course.,I - Abhijit Gogulapati,"   
FullSemester","11
Fri-11B-15:30:00-16:55:00-
Tue-11A-15:30:00-16:55:00-", , ,20,No restrictions,[],6.0,6.0, , , ,N,"Y.C.Fung, An Introduction to the Theory of Aeroelasticity, Dover, 1969B.L.Bisplinghoff, H.Ashley and R.L. Halfman, Aeroelasticity, Addison-Wesley, 1972.C.H. Scanlan and R. Rosenbaum, Aircraft Vibration Flutter, Dover, 1968E.H.Dowell, A modern course in Aeroelasticity, Kluwer Academic Publishers, 1994.","Introduction to static and dynamic aeroelastic phenomena. Divergence of a lifting surface, two-dimensional and three-dimensional analysis. Analysis of divergence, aeroelastic loads of tapered and swept wings. Loss of reversal of control two and three dmensional analysis. Assumed modes and matrix formulations. Aeroelastic efficiency and flexible aerodynamic derivatives. Fundamentals of flutter analysis. Quasi-steady and unsteady aerodynamic forces on airfoils. Two dimensional and three-dimensional flutter analysis - modal formulation, generalised unsteady airloads. Flutter of tapered and swept cantilever wings. Flutter computation methods. Buffeting and stall flutter. Galloping and Vortex induced vibrations of structures. Aeroelastic testing techniques."
AE 685,UAS Design – Systems Engineering Approach,Theory,Interdisciplinary STEM Course.,"A - Avijit Chatterjee
I - Hemendra Arya","   
FullSemester","6
Fri-6B-11:05:00-12:30:00-
Wed-6A-11:05:00-12:30:00-", , ,30,No restrictions,[],6.0,2.0,1.0, , ,N,"1. Systems and software engineering 302227 System life cycle processes, ISO/IEC 15288 IEEE Std 15288-2, IEEE 2 2. Mohammad H. Sadraey, Aircraft design - a systems engineering approach, John Wiley & Sons, 2013 3. Mohammad H. Sadraey, Unmanned aircraft design 302226 a review of fundamentals, Morgan and Claypool Publishers, 2017 4. Daniel P Raymer, Aircraft design: a conceptual approach, 6th edition, AIAA education Series, AIAA. 5. Andrew P. Sage and William B. Rouse, Handbook of Systems Engineering and Management, 2nd edition, Wiley, 2009. 6. NASA Systems Engineering Handbook, NASA SP-2016-6105, NASA","Introduction to UAS Systems: History and evolution of UASs, Types and classifications, UAS applications; Unmanned Aerial vehicle, systems, subsystems; Systems definitions and concepts; Need analysis; Stakeholder identification and requirement analysis; System requirements definition; Functional decomposition; System architecture analysis; System modelling and simulation; Prototyping and testing; Verification and validation; Sensitivity analysis; System life-cycle-modelling and optimization. Use of systems engineering software to capture the systems engineering process."
